,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Í–ËŸ⁄ ‚‹ŸŸ‘,“Ÿ‹,ﬁ”Ÿ‡Í ﬁÁ’Ë,‚ŸË ﬁ“’ËŸ› —ŸÈË–‹,ﬁÁÊ’‚,È‡Í ‚‹ŸŸ‘,ﬁ“”Ë,ﬁÊ— ﬁÈ‰◊ÍŸ,·ÿÿ’· ‚‹ŸŸ‘,Í–ËŸ⁄ Ë–Ÿ’ﬂ ‚‹ŸŸ‘,ﬁ·' ÿŸ·Í ‚‹ŸŸ‘,
,8/29/2024,24,New York,Bet Shemesh,Human Resources/Recruitment,2024,Male,Married,Oleh,5/9/2024,LY10,
,8/29/2024,24,New York,Bet Shemesh,Education - Informal,2024,Female,Married,Oleh,5/9/2024,LY10,
,8/29/2024,31,California,Ra'anana,Hi Tech General,2024,Female,Single,Oleh,11/16/2023,LY06,
,8/29/2024,0,Missouri,Karmei Gat,,2024,Male,Child,Oleh,9/19/2023,LY02,
,8/29/2024,22,Missouri,Karmei Gat,Student,2024,Female,Married,Oleh,9/19/2023,LY02,
,8/29/2024,25,Missouri,Karmei Gat,Psychologist - Clinical,2024,Male,Married,Oleh,9/19/2023,LY02,
,8/29/2024,25,New York,Jerusalem,Social Work,2024,Male,Married,Oleh,5/7/2024,LY02,
,8/29/2024,26,New York,Jerusalem,Student,2024,Female,Married,Oleh,5/7/2024,LY02,
,8/29/2024,3,New York,Jerusalem,,2024,Male,Child,Oleh,5/7/2024,LY02,
,8/29/2024,1,New York,Jerusalem,,2024,Male,Child,Oleh,5/7/2024,LY02,
,8/29/2024,23,Nova Scotia,Sde Eliyahu,Engineer - Chemical,2024,Female,Single,Ezrach Oleh,1/24/2024,LY02,
,8/29/2024,59,California,Bat Yam,Musician,2024,Male,Separated,Oleh,7/15/2024,LY06,
,8/29/2024,21,California,Jerusalem,UX/UI Designer,2024,Female,Single,Ezrach Oleh,2/26/2024,LY06,
,8/29/2024,62,Maryland,Tel Aviv,Physician,2024,Female,Married,Oleh Miyom Shuvo,3/14/2024,LY02,
,8/29/2024,23,New York,Jerusalem,Student,2024,Male,Single,Oleh,5/21/2024,LY10,
,8/29/2024,23,Arizona,Ra'anana,,2024,Male,Single,Oleh,7/16/2024,LY28,
,8/29/2024,25,District of Columbia,Haifa,Engineer - Civil,2024,Female,Married,Oleh,5/2/2024,LY02,
,8/29/2024,28,District of Columbia,Haifa,Software Engineer,2024,Male,Married,Oleh,5/2/2024,LY02,
,8/29/2024,19,Michigan,Bet Shemesh,Student,2024,Male,Single,Oleh,5/23/2024,LY02,
,8/29/2024,59,Ontario,nerya,Education Administration,2024,Male,Married,Ezrach Oleh,2/27/2024,LY10,
,8/29/2024,20,New York,Jerusalem,Customer Service,2024,Female,Single,Oleh,6/21/2024,LY10,
,8/29/2024,48,North Carolina,Tel Aviv-Yafo,Management Consultant,2024,Male,Married,Oleh,5/16/2024,LY02,
,8/29/2024,28,New York,Jerusalem,Operations,2024,Female,Single,Oleh,5/20/2024,LY10,
,8/29/2024,0,New Jersey,Jerusalem,,2024,Male,Child,Oleh,7/22/2024,LY28,
,8/29/2024,4,New Jersey,Jerusalem,,2024,Male,Child,Oleh,7/22/2024,LY28,
,8/29/2024,2,New Jersey,Jerusalem,,2024,Female,Child,Oleh,7/22/2024,LY28,
,8/29/2024,28,New Jersey,Jerusalem,Dentist,2024,Female,Married,Oleh,7/22/2024,LY28,
,8/29/2024,30,New Jersey,Jerusalem,Software Engineer,2024,Male,Married,Oleh,7/22/2024,LY28,
,8/29/2024,25,New York,Jerusalem,Nurse,2024,Female,Single,Oleh,6/25/2024,LY10,
,8/29/2024,19,Maryland,Jerusalem,Other,2024,Female,Single,Oleh,5/23/2024,LY28,
,8/29/2024,36,California,Ra'anana,Software Engineer,2024,Female,Single,Oleh,3/7/2024,LY06,
,8/29/2024,27,New York,Jerusalem,Accountant,2024,Male,Married,Oleh,5/23/2024,LY28,
,8/29/2024,27,New York,Jerusalem,,2024,Female,Married,Oleh,5/23/2024,LY28,
,8/29/2024,20,New York,Kiryat Malakhi,Student,2024,Female,Single,Ezrach Oleh,7/1/2024,LY10,
,8/29/2024,33,Ontario,Tel Aviv-Yafo,Lawyer,2024,Female,Single,Oleh,5/7/2024,LY16,
,8/29/2024,28,Quebec,Ra'anana,Insurance,2024,Female,Single,Ezrach Oleh,3/11/2024,LY28,
,8/29/2024,64,New York,Kiryat Malakhi,Education Administration,2024,Female,Married,Oleh,7/25/2024,LY10,
,8/29/2024,65,New York,Kiryat Malakhi,Programmer Network Security,2024,Male,Married,Oleh,7/25/2024,LY10,
,8/29/2024,24,Texas,Tel Aviv-Yafo,Other,2024,Female,Single,Oleh,6/27/2024,LY10,
,8/29/2024,23,Massachusetts,Haifa,Education - Early Childhood,2024,Female,Single,Oleh,5/9/2024,LY02,
,8/29/2024,23,Ontario,Jerusalem,Non Profit,2024,Female,Single,Ezrach Oleh,4/18/2024,LY02,
,8/29/2024,20,New Jersey,Jerusalem,Student,2024,Female,Single,Oleh,6/28/2024,LY28,
,8/29/2024,24,Colorado,Tel Aviv-Yafo,Student,2024,Male,Single,Oleh,5/13/2024,LY02,
,8/29/2024,24,New York,Bet Shemesh,Education - High School,2024,Male,Single,Oleh,5/29/2024,LY10,
,8/29/2024,3,Minnesota,Harish,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),7/1/2024,LY10,
,8/29/2024,0,Minnesota,Harish,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),7/1/2024,LY10,
,8/29/2024,27,Minnesota,Harish,Unemployed,2024,Female,Married,Oleh,7/1/2024,LY10,
,8/29/2024,5,Minnesota,Harish,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),7/1/2024,LY10,
,8/29/2024,25,California,tel aviv,Accountant,2024,Male,Single,Ezrach Oleh,6/5/2024,LY06,
,8/29/2024,21,New York,Jerusalem,Student,2024,Female,Single,Ezrach Oleh,7/1/2024,LY02,
,8/29/2024,20,New York,ŸË’È‹Ÿ›,Student,2024,Female,Single,Oleh,6/25/2024,LY10,
,8/29/2024,19,Pennsylvania,Alon Shvut,Unemployed,2024,Male,Single,Oleh,6/4/2024,LY02,
,8/29/2024,19,New Jersey,Alon Shvut,Unemployed,2024,Male,Single,Oleh,6/28/2024,LY02,
,8/29/2024,27,New York,Jerusalem,Architecture,2024,Male,Single,Ezrach Oleh,5/9/2024,LY02,
,8/29/2024,20,Pennsylvania,Jerusalem,Student,2024,Female,Single,Ezrach Oleh,6/21/2024,LY28,
,8/29/2024,20,,Ra'anana,Construction,2024,Male,Single,Ezrach Oleh,8/13/2024,LY10,
,8/29/2024,21,New York,Jerusalem,Student,2024,Male,Single,Oleh,5/20/2024,LY10,
,8/29/2024,37,New York,Bet Shemesh,Professor,2024,Female,Married,Oleh,7/22/2024,LY10,
,8/29/2024,3,New York,Bet Shemesh,,2024,Female,Child,Oleh,7/22/2024,LY10,
,8/29/2024,5,New York,Bet Shemesh,,2024,Female,Child,Oleh,7/22/2024,LY10,
,8/29/2024,38,New York,Bet Shemesh,Rabbinate,2024,Male,Married,Oleh,7/22/2024,LY10,
,8/29/2024,9,New York,Bet Shemesh,,2024,Male,Child,Oleh,7/22/2024,LY10,
,8/29/2024,28,New York,Jerusalem,Social Work,2024,Female,Single,Oleh,6/27/2024,LY28,
,8/29/2024,19,Minnesota,Rishon LeTsiyon,Student,2024,Female,Single,Katin Chozer,8/5/2024,LY10,
,8/29/2024,19,Ontario,Ra'anana,,2024,Male,Single,,,,
,8/29/2024,19,Florida,Ra'anana,Student,2024,Female,Single,Ezrach Oleh,8/19/2024,LY10,
,8/29/2024,18,Ontario,Netanya,,2024,Female,Single,,,,
,9/1/2024,66,New York,Jerusalem,Retirement,2024,Male,Married,Oleh,3/18/2024,LY14,
,9/1/2024,67,New York,Jerusalem,Retirement,2024,Female,Married,Oleh,3/18/2024,LY14,
,9/1/2024,18,Arizona,Ein HaHoresh,Student,2024,Female,Single,Katin Chozer (MYG),2/3/2024,LY358,
,9/1/2024,18,Nevada,Ein HaHoresh,Student,2024,Male,Single,Ezrach Oleh,8/21/2024,,
,9/2/2024,25,California,Be'er Ya'akov,Athlete,2024,Male,Single,Oleh,4/10/2024,LY28,
,9/2/2024,52,New York,Bet Shemesh,Software Engineer,2024,Male,Married,Oleh,5/14/2024,LY26,
,9/2/2024,51,New York,Bet Shemesh,Therapy/Counseling,2024,Female,Married,Oleh,5/14/2024,LY26,
,9/2/2024,23,,Jerusalem,,2024,Female,Married,,,,
,9/3/2024,17,New York,Migdal Oz,Student,2024,Male,Single,Oleh,5/31/2024,LY12,
,9/3/2024,70,Texas,Rishon LeTsiyon,Physician,2024,Male,Married,Oleh,7/18/2024,LY18,
,9/3/2024,57,California,Jerusalem,Caregiver,2024,Male,Divorced,Oleh,6/10/2024,LY06,
,9/3/2024,69,,Jerusalem,,2024,Male,Married,,,,
,9/3/2024,22,California,Jerusalem,,2024,Female,Single,Ezrach Oleh,7/1/2024,LY06,
,9/3/2024,75,Arizona,Rishon LeTsiyon,Finance,2024,Male,Divorced,,,,
,9/3/2024,19,California,Alon Shvut,Student,2024,Male,Single,Oleh,6/17/2024,LY06,
,9/3/2024,20,WI,Tel Aviv-Yafo,Student,2024,Male,Single,,,,
,9/4/2024,40,Ontario,Tel Aviv-Yafo,Entrepreneur,2024,Male,Married,Oleh,6/11/2024,AC836/LH680,
,9/4/2024,20,Georgia,Kiryat Motzkin,Student,2024,Female,Single,Oleh,7/8/2024,LY18,
,9/4/2024,42,Colorado,Ramat Gan,Real Estate Agent,2024,Female,Single,Oleh,7/3/2024,LY18,
,9/4/2024,19,Ontario,Ra'anana,Unemployed,2024,Male,Single,Ezrach Oleh,7/30/2024,LY328,
,9/4/2024,66,Texas,Netanya,Lawyer,2024,Male,Married,Oleh,7/11/2024,LY18,
,9/4/2024,55,Texas,Netanya,Professor,2024,Female,Married,Oleh,7/11/2024,LY18,
,9/4/2024,27,Washington,Ra'anana,Police Officer,2024,Female,Divorced,Ezrach Oleh,6/20/2024,LY18,
,9/4/2024,27,,Ra'anana,Athlete,2024,Male,Single,,,,
,9/5/2024,0,,Hadera,,2024,Female,Child,Oleh,7/17/2023,LY10,
,9/5/2024,39,,Hadera,Business,2024,Male,Married,Oleh,7/17/2023,LY10,
,9/5/2024,38,,Hadera,Admin Assistant,2024,Female,Married,Oleh,7/17/2023,LY10,
,9/5/2024,5,,Hadera,,2024,Male,Child,Oleh,7/17/2023,LY10,
,9/5/2024,7,,Hadera,,2024,Male,Child,Oleh,7/17/2023,LY10,
,9/5/2024,11,,Hadera,,2024,Male,Child,Oleh,7/17/2023,LY10,
,9/5/2024,13,,Hadera,,2024,Female,Child,Oleh,7/17/2023,LY10,
,9/5/2024,28,California,Rehovot,Paralegal,2024,Female,Single,Katin Chozer,7/18/2024,LY06,
,9/5/2024,71,New York,Jerusalem,Secretary,2024,Female,Married,Oleh,5/16/2024,LY02,
,9/5/2024,72,New York,Jerusalem,Physician,2024,Male,Married,Oleh,5/16/2024,LY02,
,9/5/2024,1,Indiana,Bet Shemesh,,2024,Male,Child,Oleh,7/11/2024,LY10,
,9/5/2024,13,Indiana,Bet Shemesh,,2024,Female,Child,Oleh,7/11/2024,LY10,
,9/5/2024,40,Indiana,Bet Shemesh,,2024,Male,Married,Oleh,7/11/2024,LY10,
,9/5/2024,40,Indiana,Bet Shemesh,Speech Therapist/Pathologist,2024,Female,Married,Oleh,7/11/2024,LY10,
,9/5/2024,11,Indiana,Bet Shemesh,,2024,Female,Child,Oleh,7/11/2024,LY10,
,9/5/2024,9,Indiana,Bet Shemesh,,2024,Male,Child,Oleh,7/11/2024,LY10,
,9/5/2024,8,Indiana,Bet Shemesh,,2024,Male,Child,Oleh,7/11/2024,LY10,
,9/5/2024,7,Indiana,Bet Shemesh,,2024,Male,Child,Oleh,7/11/2024,LY10,
,9/5/2024,4,Indiana,Bet Shemesh,,2024,Female,Child,Oleh,7/11/2024,LY10,
,9/5/2024,44,Texas,Ben Shemen Youth Village,Education - English,2024,Male,Divorced,,,,
,9/5/2024,1,,Kiryat Gat,,2024,Male,Child,Oleh,6/6/2024,LY02,
,9/5/2024,33,,Kiryat Gat,Audiologist,2024,Male,Married,Oleh,6/6/2024,LY02,
,9/5/2024,32,,Kiryat Gat,Audiologist,2024,Female,Married,Oleh,6/6/2024,LY02,
,9/5/2024,6,,Kiryat Gat,,2024,Male,Child,Oleh,6/6/2024,LY02,
,9/5/2024,4,,Kiryat Gat,,2024,Female,Child,Oleh,6/6/2024,LY02,
,9/5/2024,0,Texas,Jerusalem,,2024,Female,Child,Oleh,6/19/2024,LY02,
,9/5/2024,30,Texas,Jerusalem,Dietitian/Nutritionist,2024,Female,Married,Oleh,6/19/2024,LY02,
,9/5/2024,30,Texas,Jerusalem,Management Consultant,2024,Male,Married,Ezrach Oleh,6/19/2024,LY02,
,9/5/2024,4,Texas,Jerusalem,,2024,Female,Child,Oleh,6/19/2024,LY02,
,9/5/2024,4,Texas,Jerusalem,,2024,Female,Child,Oleh,6/19/2024,LY02,
,9/5/2024,28,Colorado,Jerusalem,Construction,2024,Male,Married,Oleh,3/7/2024,LY06,
,9/5/2024,29,Colorado,Jerusalem,Homemaker,2024,Female,Married,Oleh,3/7/2024,LY06,
,9/5/2024,5,Colorado,Jerusalem,,2024,Female,Child,Oleh,3/7/2024,LY06,
,9/5/2024,3,Colorado,Jerusalem,,2024,Male,Child,Oleh,3/7/2024,LY06,
,9/5/2024,1,Colorado,Jerusalem,,2024,Female,Child,Oleh,3/7/2024,LY06,
,9/5/2024,23,New Jersey,Herzliya,Student,2024,Male,Single,Oleh,5/30/2024,LY02,
,9/5/2024,53,Connecticut,Modi'in-Maccabim-Re'ut,Pharmaceuticals,2024,Female,Divorced,Oleh Miyom Shuvo,3/13/2024,LY02,
,9/5/2024,33,New York,Maaleh Adumim,Factory Worker,2024,Male,Single,Oleh,5/28/2024,LY02,
,9/5/2024,17,,Harish,Student,2024,Female,Single,Ezrach Oleh,3/6/2024,LY540,
,9/5/2024,22,Arizona,Jerusalem,Chef/Cook,2024,Male,Single,Oleh,7/11/2024,LY06,
,9/5/2024,25,New York,Jerusalem,,2024,Male,Married,Oleh,7/19/2024,LY10,
,9/5/2024,1,New York,Jerusalem,,2024,Female,Child,Oleh,7/19/2024,LY10,
,9/5/2024,23,New York,Jerusalem,,2024,Female,Married,Oleh,7/19/2024,LY10,
,9/5/2024,25,,Tel Aviv-Yafo,Banking - Other,2024,Male,Single,Oleh,7/26/2024,DL8612/DL8457,
,9/5/2024,18,Ontario,Haifa,Student,2024,Female,Single,Ezrach Oleh,8/6/2024,LY10,
,9/5/2024,20,New York,Jerusalem,Student,2024,Male,Single,,,,
,9/5/2024,19,New Jersey,,Student,2024,Male,Single,,,,
,9/5/2024,19,New Jersey,Giv'atayim,,2024,Female,Single,,,,
,9/6/2024,15,Florida,Jerusalem,,2024,Male,Child,Oleh,9/13/2021,DL7447,
,9/6/2024,62,Florida,Jerusalem,Real Estate Manager,2024,Male,Married,Oleh,9/13/2021,DL7447,
,9/6/2024,61,Florida,Jerusalem,Homemaker,2024,Female,Married,Oleh,9/13/2021,DL7447,
,9/6/2024,2,Florida,Giv'ot Eden,,2024,Female,Child,Oleh,7/8/2024,LY28,
,9/6/2024,1,Florida,Giv'ot Eden,,2024,Female,Child,Oleh,7/8/2024,LY28,
,9/6/2024,9,Florida,Giv'ot Eden,,2024,Male,Child,Oleh,7/8/2024,LY28,
,9/6/2024,7,Florida,Giv'ot Eden,,2024,Male,Child,Oleh,7/8/2024,LY28,
,9/6/2024,32,Florida,Giv'ot Eden,Banking - Mortgages,2024,Male,Married,Oleh,7/8/2024,LY28,
,9/6/2024,29,Florida,Giv'ot Eden,Unemployed,2024,Female,Married,Oleh,7/8/2024,LY28,
,9/6/2024,69,New York,Jerusalem,Nurse,2024,Female,Widowed,Oleh Miyom Shuvo,5/23/2024,LY28,
,9/6/2024,27,New Jersey,Tel Aviv-Yafo,Student,2024,Female,Single,Oleh,5/28/2024,LY28,
,9/6/2024,24,Pennsylvania,Jerusalem,Account Manager,2024,Female,Single,Oleh,4/3/2024,LY28,
,9/6/2024,67,New Jersey,Bet Shemesh,Fitness,2024,Female,Married,Oleh,4/16/2024,LY10,
,9/6/2024,70,New Jersey,Bet Shemesh,Interpreter,2024,Male,Married,Oleh,4/16/2024,LY10,
,9/6/2024,25,Maryland,Ashdod,Athlete,2024,Female,Single,Oleh,7/31/2023,LY28,
,9/6/2024,0,California,Tiberias,,2024,Male,Child,,7/10/2024,,
,9/6/2024,3,California,Tiberias,,2024,Female,Child,,7/10/2024,,
,9/6/2024,1,California,Tiberias,,2024,Female,Child,,7/10/2024,,
,9/6/2024,64,Maryland,Ra'anana,Patent Attorney,2024,Male,Divorced,Oleh,4/11/2024,LY28,
,9/6/2024,23,New Jersey,Jerusalem,Student,2024,Female,Single,Oleh,6/27/2024,LY28,
,9/6/2024,31,New Jersey,Atlit,GIS,2024,Male,Single,Oleh,8/14/2024,N0504/LY542,
,9/6/2024,20,New Jersey,Kiryat Gat,Caregiver,2024,Female,Single,Ezrach Oleh,3/11/2024,LY28,
,9/6/2024,17,New Jersey,Kiryat Gat,Student,2024,Male,Single,Ezrach Oleh,5/20/2024,LY28,
,9/6/2024,27,New York,Tel Aviv-Yafo,Advertising,2024,Female,Single,Oleh,6/5/2024,LY28,
,9/6/2024,25,Massachusetts,Jerusalem,Education - Early Childhood,2024,Female,Single,Oleh,6/6/2024,LY28,
,9/6/2024,18,Illinois,Otzem,Student,2024,Male,Single,Oleh,8/8/2024,LY210,
,9/6/2024,29,Ontario,Tel Aviv-Yafo,Sales - Hi Tech,2024,Male,Single,,,,
,9/8/2024,24,New York,Haifa,Student,2024,Male,Single,Oleh,8/27/2024,LH0413/LH0680,
,9/8/2024,29,New York,Ramat Gan,Graphic Designer - Print,2024,Female,Married,,,,
,9/8/2024,63,,Jerusalem,,2024,Female,Married,,,,
,9/8/2024,37,,Ramat Gan,Sales - Hi Tech,2024,Female,Single,Oleh,7/10/2024,LY320,
,9/8/2024,23,,Kfar Shmaryahu,,2024,Female,Single,,,,
,9/9/2024,35,Missouri,Bet Shemesh,Compliance,2024,Male,Single,Oleh,6/19/2024,LY26,
,9/9/2024,1,Florida,Qatsrin,,2024,Male,Child,,,,
,9/9/2024,3,Florida,Qatsrin,,2024,Female,Child,,,,
,9/9/2024,2,Florida,Qatsrin,,2024,Female,Child,,,,
,9/9/2024,28,Florida,Qatsrin,E-commerce,2024,Female,Married,,,,
,9/9/2024,5,Florida,Qatsrin,,2024,Female,Child,,,,
,9/9/2024,29,Florida,Qatsrin,E-commerce,2024,Male,Married,,,,
,9/9/2024,19,Connecticut,Zikhron Ya'akov,Student,2024,Female,Single,Oleh,2/28/2024,AF9087/AF066,
,9/9/2024,66,New York,Modiin,Physician,2024,Male,Married,Oleh,3/10/2024,LY02,
,9/9/2024,64,New York,Modiin,Medical Secretary,2024,Female,Married,Oleh,3/10/2024,LY02,
,9/9/2024,25,California,Ramat Gan,Student,2024,Male,Single,Oleh,6/17/2024,LY06,
,9/9/2024,93,New York,modiin,Retirement,2024,Female,Widowed,Oleh,3/11/2024,LY02,
,9/9/2024,19,New York,Lavi,Student,2024,Male,Single,Oleh,8/19/2024,AF9087/AF066,
,9/9/2024,67,Virginia,,Management,2024,Male,Separated,,,,
,9/9/2024,33,,Tel Aviv-Yafo,Ultrasound Technician,2024,Female,Single,,,,
,9/9/2024,19,New York,Ra'anana,Lifeguard,2024,Male,Single,Ezrach Oleh,8/20/2024,AF9087/AF066,
,9/9/2024,19,Washington,Ra'anana,Unemployed,2024,Male,Single,Ezrach Oleh,8/29/2024,LY16,
,9/9/2024,27,Florida,Tel Aviv-Yafo,Producer,2024,Female,Single,,,,
,9/9/2024,64,New Jersey,Arad,Education - Special,2024,Male,Married,,2/1/2024,,
,9/10/2024,10,,Betar Illit,,2024,Female,Child,Oleh,7/10/2024,LY22,
,9/10/2024,34,,Betar Illit,Childcare,2024,Female,Married,Oleh,7/10/2024,LY22,
,9/10/2024,7,,Betar Illit,,2024,Male,Child,Oleh,7/10/2024,LY22,
,9/10/2024,4,,Betar Illit,,2024,Male,Child,Oleh,7/10/2024,LY22,
,9/10/2024,37,,Betar Illit,Rabbinate,2024,Male,Married,Oleh,7/10/2024,LY22,
,9/10/2024,1,,Betar Illit,,2024,Male,Child,Oleh,7/10/2024,LY22,
,9/10/2024,1,,Betar Illit,,2024,Male,Child,Oleh,7/10/2024,LY22,
,9/10/2024,13,,Betar Illit,,2024,Female,Child,Oleh,7/10/2024,LY22,
,9/10/2024,16,,Alon Shvut,,2024,Male,Child,Oleh,6/21/2024,AF0387/AF7074,
,9/10/2024,12,,Alon Shvut,,2024,Male,Child,Oleh,6/21/2024,AF0387/AF7074,
,9/10/2024,12,,Alon Shvut,,2024,Female,Child,Oleh,6/21/2024,AF0387/AF7074,
,9/10/2024,50,,Alon Shvut,Physician,2024,Female,Married,Oleh,6/21/2024,AF0387/AF7074,
,9/10/2024,21,Florida,Alon Shvut,Student,2024,Female,Married,Katin Chozer,8/6/2024,LY18,
,9/10/2024,24,Florida,Alon Shvut,Unemployed,2024,Male,Married,Oleh,8/6/2024,LY18,
,9/10/2024,18,,Ra'anana,Unemployed,2024,Male,Single,Ezrach Oleh,8/28/2024,AF0387/AF7074,
,9/11/2024,30,New York,Ra'anana,Physician,2024,Male,Married,,6/5/2012,,
,9/11/2024,26,New York,Petah Tikva,Student,2024,Female,Single,Katin Chozer,6/19/2024,LY04,
,9/11/2024,67,Florida,Beit Shemesh,Publishing,2024,Male,Married,Oleh Miyom Shuvo,8/1/2024,LY18,
,9/11/2024,54,Florida,Beit Shemesh,Artist,2024,Female,Married,Oleh,8/1/2024,LY18,
,9/11/2024,77,New Jersey,Jerusalem,Homemaker,2024,Female,Married,Oleh,6/20/2022,LY26,
,9/11/2024,81,New Jersey,Jerusalem,Physician,2024,Male,Married,Oleh,6/20/2022,LY26,
,9/11/2024,35,Florida,Tel Aviv-Yafo,Web Programmer,2024,Male,Single,Oleh,5/20/2024,LY06,
,9/11/2024,31,Washington,Tel Aviv-Yafo,Education - Special,2024,Female,Single,,,,
,9/11/2024,58,,Ashdod,Security Guard,2024,Male,Divorced,,,,
,9/11/2024,38,New York,Tel Aviv-Yafo,Product Manager,2024,Male,Single,,,,
,9/11/2024,20,New Jersey,Jerusalem,Student,2024,Female,Single,,,,
,9/11/2024,26,Maryland,Jerusalem,Writer,2024,Male,Single,,,,
,9/11/2024,24,Connecticut,Tel Aviv-Yafo,,2024,Female,Single,,,,
,9/11/2024,19,England,,,2024,Female,Single,,,,
,9/11/2024,19,,,Student,2024,Male,Single,,,,
,9/11/2024,18,,Ra'anana,,2024,Male,Single,,,,
,9/11/2024,34,New York,Ramat Gan,Sciences,2024,Male,Married,,,,
,9/11/2024,23,New York,Jerusalem,Customer Service,2024,Female,Single,,,,
,9/11/2024,25,Florida,Haifa,Engineer - Civil,2024,Male,Married,,,,
,9/11/2024,24,Texas,Tel Aviv-Yafo,Unemployed,2024,Female,Single,,,,
,9/11/2024,25,,Haifa,,2024,Male,Single,,,,
,9/11/2024,18,,Bet Shemesh,,2024,Male,Single,,,,
,9/11/2024,27,,Tel Aviv-Yafo,Economics,2024,Male,Single,,,,
,9/12/2024,43,,Safed,Social Work,2024,Male,Married,Ezrach Oleh,7/1/2024,LY04,
,9/12/2024,42,,Safed,Homemaker,2024,Female,Married,Ezrach Oleh,7/1/2024,LY04,
,9/12/2024,17,,Safed,,2024,Female,Child,Oleh,7/1/2024,LY04,
,9/12/2024,15,,Safed,,2024,Male,Child,Oleh,7/1/2024,LY04,
,9/12/2024,11,,Safed,,2024,Male,Child,Oleh,7/1/2024,LY04,
,9/12/2024,73,Michigan,Pardes Hana-Karkur,Education - Tutor,2024,Male,Divorced,Oleh,7/31/2024,LY26,
,9/12/2024,27,New York,Tel Aviv-Yafo,Speech Therapist/Pathologist,2024,Female,Single,Oleh,6/27/2024,LY04,
,9/12/2024,24,Florida,Modi'in-Maccabim-Re'ut,Real Estate,2024,Male,Single,Katin Chozer,2/20/2024,LY18,
,9/12/2024,25,New York,Tel Aviv-Yafo,Finance - Analyst,2024,Female,Single,Oleh,5/20/2024,LY04,
,9/12/2024,62,Massachusetts,Bet Shemesh,Professor,2024,Female,Married,Oleh,7/10/2024,LY16,
,9/12/2024,71,Massachusetts,Bet Shemesh,Psychologist,2024,Male,Married,Oleh,7/10/2024,LY16,
,9/12/2024,61,New Jersey,Tel Aviv-Yafo,Physician,2024,Female,Separated,Oleh,9/18/2023,LY04,
,9/12/2024,30,Washington,Ra'anana,Software Engineer,2024,Female,Married,Oleh,6/27/2024,LY04,
,9/12/2024,29,Washington,Ra'anana,Software Engineer,2024,Male,Married,Oleh,6/27/2024,LY04,
,9/12/2024,25,,Jerusalem,,2024,Male,Single,Oleh,8/8/2024,LY04,
,9/12/2024,24,New Jersey,Herzliya,,2024,Male,Single,Oleh,3/12/2024,LY04,
,9/12/2024,18,California,Modi'in Makabim-Re'ut,,2024,Female,Single,Ezrach Oleh,7/11/2024,LY06,
,9/12/2024,0,,Safed,,2024,Male,Child,Oleh,7/26/2024,LY04,
,9/12/2024,21,,Safed,Construction Management,2024,Male,Married,Oleh,7/26/2024,LY04,
,9/12/2024,24,,Safed,Homemaker,2024,Female,Married,Oleh,7/26/2024,LY04,
,9/12/2024,20,New York,Tel Aviv-Yafo,Programmer - Coding,2024,Male,Single,Oleh,7/3/2024,LY04,
,9/12/2024,23,New York,Tel Aviv-Yafo,Software Engineer,2024,Male,Single,Oleh,7/30/2024,LY04,
,9/12/2024,19,California,Jerusalem,Student,2024,Female,Single,Oleh,8/8/2024,LY04,
,9/12/2024,20,Maryland,Bet Shemesh,,2024,Male,Child,Katin Chozer,7/18/2024,LY04,
,9/12/2024,16,Maryland,Bet Shemesh,,2024,Male,Child,Israeli Citizen,7/18/2024,LY04,
,9/12/2024,22,New York,Jerusalem,,2024,Female,Single,Oleh,7/22/2024,LY04,
,9/12/2024,24,New York,Jerusalem,Accountant,2024,Male,Single,Oleh,7/22/2024,LY04,
,9/12/2024,23,,Jerusalem,Photography,2024,Male,Married,,,,
,9/13/2024,66,New York,Shomrat,Research Analyst,2024,Male,Married,Oleh,10/27/2023,LY04,
,9/13/2024,32,Texas,Jerusalem,Academia,2024,Male,Single,Oleh,5/20/2024,LY04,
,9/13/2024,20,Pennsylvania,Jerusalem,Artist,2024,Female,Single,Oleh,8/2/2024,LY04,
,9/13/2024,72,Maryland,Maleh Adumim,Music Teacher,2024,Male,Married,Oleh,4/11/2024,LY04,
,9/13/2024,18,,Ofakim,Student,2024,Female,Single,Oleh,8/5/2024,LY04,
,9/15/2024,25,Rhode Island,Yavne,Basketball Player,2024,Male,Single,Oleh,8/20/2024,UA8903/UA9471,
,9/16/2024,38,New York,Jerusalem,Education - Special,2024,Female,Single,,,,
,9/16/2024,41,New York,Tel Aviv-Yafo,Sales - Retail,2024,Male,Single,Oleh,4/22/2024,LY04,
,9/16/2024,18,Florida,Tel Aviv-Yafo,,2024,Male,Single,,,,
,9/17/2024,2,California,Bat Ayin,,2024,Male,Child,Oleh,7/3/2024,LY06,
,9/17/2024,4,California,Bat Ayin,,2024,Female,Child,Oleh,7/3/2024,LY06,
,9/17/2024,14,California,Bat Ayin,,2024,Female,Child,Oleh,7/3/2024,LY06,
